Title,Authors,DOI,DOI link,Venue,Citation count,Year
Overcoming Trust and Incentive Barriers in Decentralized AI,"Abhishek Singh, Charles Lu, Ramesh Raskar",10.1109/CogMI62246.2024.00021,https://doi.org/10.1109/CogMI62246.2024.00021,International Conference on Cognitive Machine Intelligence,0,2024
"Unleashing the Power of AI. A Systematic Review of Cutting-Edge Techniques in AI-Enhanced Scientometrics, Webometrics, and Bibliometrics","H. R. Saeidnia, Elaheh Hosseini, Shadi Abdoli, M. Ausloos",10.1108/LHT-10-2023-0514,https://doi.org/10.1108/LHT-10-2023-0514,Library hi tech,14,2024
Autonomous Driving in Agricultural Machinery: Advancing the Frontier of Precision Agriculture,"Qingchao Liu, Ruohan Yu, Haoda Suo, Yingfeng Cai, Long Chen, Haobing Jiang",10.3390/act14090464,https://doi.org/10.3390/act14090464,Actuators,2,2025
The role of deep learning in urban water management: A critical review.,"G. Fu, Yiwen Jin, Siao Sun, Zhiguo Yuan, D. Butler",10.1016/j.watres.2022.118973,https://doi.org/10.1016/j.watres.2022.118973,Water Research,232,2022
"Framework, Implementation, and User Experience Aspects of Driver Monitoring: A Systematic Review","Luis A. Salazar-Calderón, S. Navarro-Tuch, Javier Izquierdo-Reyes",10.3390/app152111638,https://doi.org/10.3390/app152111638,Applied Sciences,0,2025
The Role of Transformer Models in Advancing Blockchain Technology: A Systematic Survey,"Tianxu Liu, Yanbin Wang, Jianguo Sun, Ye Tian, Yanyu Huang, Tao Xue, Peiyue Li, Yiwei Liu",10.48550/arXiv.2409.02139,https://doi.org/10.48550/arXiv.2409.02139,arXiv.org,6,2024
Single-Person 3D Human Pose Estimation Based on Deep Learning: A Review,"Aoyu Xia, Shouming Hou, Zixuan Lu, Weibo Yang",10.54097/28jqyv71,https://doi.org/10.54097/28jqyv71,Journal of Computer Science and Artificial Intelligence,0,2025
Comprehensive systematic review of information fusion methods in smart cities and urban environments,"M. Fadhel, Ali M. Duhaim, A. Saihood, Ahmed Sewify, Mokhaled N. A. Al-Hamadani, A. Albahri, Laith Alzubaidi, Ashish Gupta, Sayedali Mirjalili, Yuantong Gu",10.1016/j.inffus.2024.102317,https://doi.org/10.1016/j.inffus.2024.102317,Information Fusion,135,2024
Foliar Nitrogen Estimation with Artificial Intelligence and Technological Tools: State of the Art and Future Challenges,"Ángeles Gallegos, M. Gavito, Heberto Ferreira-Medina",10.14569/ijacsa.2024.0150640,https://doi.org/10.14569/ijacsa.2024.0150640,International Journal of Advanced Computer Science and Applications,2,2024
Artificial intelligence in breast ultrasound: a systematic review of research advances,"Jiawei Liu, Linping Pian, Jie Chen, Jingjing Zhao, Yameng Liu, Fanbo Meng, Cheng Zeng",10.3389/fonc.2025.1619364,https://doi.org/10.3389/fonc.2025.1619364,Frontiers in Oncology,0,2025
Beyond Boundaries: A Machine Learning and Text Mining Approach to Mapping Corporate Entrepreneurship Research,"Isabella Fitzky, Niklas Schmid, Guido H. Baltes",10.1109/ICE/ITMC65658.2025.11106548,https://doi.org/10.1109/ICE/ITMC65658.2025.11106548,"International Conference on Engineering, Technology and Innovation",0,2025
Machine and Deep Learning for Intrusion Detection: A PRISMA-Guided Systematic Review of Recent Advances,"Hicham Zmaimita, Abdellah Madani, K. Zine-Dine",10.26594/register.v11i1.5589,https://doi.org/10.26594/register.v11i1.5589,Register: Jurnal Ilmiah Teknologi Sistem Informasi,0,2025
Application of Information Technologies to Solve Practical Problems in Mathematics and Computer Science – A Systematic Review,"Dmytrii Verbivskyi, Serhii Zhukovskyi, O. Usata, Olena Fonariuk, Viktoriia Humeniuk",10.70389/pjs.100153,https://doi.org/10.70389/pjs.100153,Premier Journal of Science,0,2025
Spinopelvic measurements of sagittal balance with deep learning: systematic review and critical evaluation,"T. Vrtovec, B. Ibragimov",10.1007/s00586-022-07155-5,https://doi.org/10.1007/s00586-022-07155-5,European spine journal,16,2022
"Application of the Human Proteome in Disease, Diagnosis, and Translation into Precision Medicine: Current Status and Future Prospects","Yawen Xie, Xiaoying Chen, Maokai Xu, Xiaochun Zheng",10.3390/biomedicines13030681,https://doi.org/10.3390/biomedicines13030681,Biomedicines,3,2025
Examining the Global Patent Landscape of Artificial Intelligence-Driven Solutions for COVID-19,"Fabio Mota, L. Braga, B. Cabral, Natiele Carla da Silva Ferreira, Cláudio Damasceno Pinto, José Aguiar Coelho, L. Alves",10.3390/make6030078,https://doi.org/10.3390/make6030078,Machine Learning and Knowledge Extraction,0,2024
Classification and Application of Deep Learning in Construction Engineering and Management – A Systematic Literature Review and Future Innovations,"Qingze Li, Yang Yang, G. Yao, Fujia Wei, Ruihai Li, Mingtao Zhu, Huiwen Hou",10.1016/j.cscm.2024.e04051,https://doi.org/10.1016/j.cscm.2024.e04051,Case Studies in Construction Materials,7,2024
Overview of Text Based Personality Prediction Using Deep Learning,"Kelvin Kelvin, Yesun Utomo",10.21512/emacsjournal.v6i2.11550,https://doi.org/10.21512/emacsjournal.v6i2.11550,"Engineering, Mathematics and Computer Science Journal (EMACS)",3,2024
Adoption of smart technologies in the cruise tourism services: a systematic review and future research agenda,"Marcya Stefany Gonzáles-Santiago, Sandra Maria Correia Loureiro, Daniela Langaro, Faizan Ali",10.1108/jhtt-06-2022-0159,https://doi.org/10.1108/jhtt-06-2022-0159,Journal of Hospitality and Tourism Technology,23,2024
A Review of Pedestrian Trajectory Prediction Methods Based on Deep Learning Technology,"Xiang Gu, Chao Li, Long Gao, Xuefen Niu",10.3390/s25237360,https://doi.org/10.3390/s25237360,Italian National Conference on Sensors,0,2025
Innovative Applications of Information Technology in Work Safety Guarantee: A Literature Review,"Ren Tao, Baofeng Zheng, Zhenlin Fan, Fangzi Cui",10.32996/jcsts.2025.7.7.4,https://doi.org/10.32996/jcsts.2025.7.7.4,Journal of Computer Science and Technology Studies,0,2025
Local-Global Synergy: The Architectural Evolution and Paradigm Fusion of CNN-Transformer Hybrid Models in the Field of Computer Vision,Kairui Liu,10.54254/2755-2721/2025.bj25969,https://doi.org/10.54254/2755-2721/2025.bj25969,Applied and Computational Engineering,0,2025
Fast clinical trial identification using fuzzy-search elastic searches: retrospective validation with high-quality Cochrane benchmark,"Willem M Otte, D. G. V. IJzendoorn, P. Habets, C. Vinkers",10.1101/2023.09.06.23295135,https://doi.org/10.1101/2023.09.06.23295135,medRxiv,0,2023
Deep learning for multimodal perception: Improving lidar and radar integration in self-driving cars,Rijul Rajput,10.30574/ijsra.2025.16.1.2100,https://doi.org/10.30574/ijsra.2025.16.1.2100,International Journal of Science and Research Archive,0,2025
Progressive Study and Investigation of Machine Learning Techniques to Enhance the Efficiency and Effectiveness of Industry 4.0,"Kaljot Sharma, D. Anand, K. Mishra, S. Harit",10.4018/ijssci.300365,https://doi.org/10.4018/ijssci.300365,International Journal of Software Science and Computational Intelligence,6,2022
"Deep Learning Meets InSAR for Infrastructure Monitoring: A Systematic Review of Models, Applications, and Challenges","Miguel Fontes, M. Bakoň, António Cunha, J. Sousa",10.3390/s25237169,https://doi.org/10.3390/s25237169,Italian National Conference on Sensors,0,2025
Research Advances in Deep Learning for Image Semantic Segmentation Techniques,"Zhiguo Xiao, Tengfei Chai, Nianfeng Li, Xiangfeng Shen, Tong Guan, Jia Tian, Xinyuan Li",10.1109/ACCESS.2024.3496723,https://doi.org/10.1109/ACCESS.2024.3496723,IEEE Access,5,2024
Trust and Automation: A Systematic Review and Bibliometric Analysis,"Zhengming Zhang, V. Duffy, Renran Tian",10.1007/978-3-030-90238-4_32,https://doi.org/10.1007/978-3-030-90238-4_32,Interacción,3,2021
Deep Learning for Automated Image Captioning: A CNN and Transformer Model Analysis,"Kathula Saarika, Vasaraju Varsha, P.Sri Harsha, Anjum Nabi Sheikh",10.1109/IDCIOT64235.2025.10914740,https://doi.org/10.1109/IDCIOT64235.2025.10914740,2025 3rd International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT),0,2025
User Cold Start Problem in Recommendation Systems: A Systematic Review,"H. Yuan, Alexander A. Hernandez",10.1109/ACCESS.2023.3338705,https://doi.org/10.1109/ACCESS.2023.3338705,IEEE Access,21,2023
Frontiers of policy and governance research in a smart city and artificial intelligence: an advanced review based on natural language processing,"Liang Dong, Yunhong Liu",10.3389/frsc.2023.1199041,https://doi.org/10.3389/frsc.2023.1199041,Frontiers in Sustainable Cities,12,2023
Delineating the Role of Mitophagy Inducers for Alzheimer Disease Patients,"Wen-wen Wang, Ruiyu Han, Hailan He, Zhen Wang, Xiaoqian Luan, Jia Li, Liang Feng, Siyan Chen, Yahyah Aman, Cheng-Long Xie",10.14336/AD.2020.0913,https://doi.org/10.14336/AD.2020.0913,Aging and Disease,13,2021
Query-by-Example Spoken Term Detection: A Systematic Review,-,10.14445/23488549/ijece-v12i7p110,https://doi.org/10.14445/23488549/ijece-v12i7p110,International Journal of Electronics and Communication Engineering,0,2025
Intelligent transportation systems (ITS): A systematic review using a Natural Language Processing (NLP) approach,"Zulkarnain, Tsarina Dwi Putri",10.1016/j.heliyon.2021.e08615,https://doi.org/10.1016/j.heliyon.2021.e08615,Heliyon,39,2021
Improving Systematic Literature Review Based on Text Similarity Analysis,"Jingdong Jia, Xi Liu",10.1088/1742-6596/1069/1/012059,https://doi.org/10.1088/1742-6596/1069/1/012059,Journal of Physics: Conference Series,3,2018
Big data challenges and opportunities in Internet of Vehicles: a systematic review,"Atefeh Hemmati, Mani Zarei, A. Rahmani",10.1108/ijpcc-09-2023-0250,https://doi.org/10.1108/ijpcc-09-2023-0250,International Journal of Pervasive Computing and Communications,8,2024
Cutting-Edge Deep Learning Techniques in Plant Disease Detection: A Systematic Review,"V. T, S. S",10.1109/ICUIS64676.2024.10866780,https://doi.org/10.1109/ICUIS64676.2024.10866780,2024 4th International Conference on Ubiquitous Computing and Intelligent Information Systems (ICUIS),0,2024
ENHANCED SIGN LANGUAGE DETECTION USING DEEP LEARNING TECHNIQUES: A REVIEW,"VICTOR JOHNSON, CHRISTOPHER U. NGENE, NATHAN NACHANDIA",10.70382/tijsrat.v08i9.055,https://doi.org/10.70382/tijsrat.v08i9.055,International journal of science research and technology,0,2025
JMTM-04-2020-0164_proof 208..238,"F. Barravecchia, F. Franceschini, L. Mastrogiacomo",-,-,-,0,2021
The research trends in recommender systems for e-learning,"Jiemin Zhong, Haoran Xie, F. Wang",10.1108/AAOUJ-03-2019-0015,https://doi.org/10.1108/AAOUJ-03-2019-0015,Asian Association of Open Universities Journal,14,2019
"An architecture for COVID-19 analysis and detection using big data, AI, and data architectures","A. M. Alghamdi, Waleed Al Shehri, Jameel Almalki, Najlaa Jannah, Faisal S. Alsubaei",10.1371/journal.pone.0305483,https://doi.org/10.1371/journal.pone.0305483,PLoS ONE,6,2024
Review and prospect of floating car data research in transportation,"Chi Zhang, Yuming Zhou, Min Zhang, Bo Wang, Yuhan Nie",10.1016/j.jtte.2024.09.005,https://doi.org/10.1016/j.jtte.2024.09.005,Journal of Traffic and Transportation Engineering,1,2025
A Review of AI-Driven Optimization Technologies for Distributed Photovoltaic Power Generation Systems,Nanting Li,10.26689/jera.v9i5.12208,https://doi.org/10.26689/jera.v9i5.12208,Journal of Electronic Research and Application,0,2025
A Systematic Review on Incorporation of Artificial Intelligence in Precision Healthcare,"Karnika Dwivedi, Bharti Chugh, Jyoti Chaudhary, Deepak Chandra Joshi, Pankaj Bhatt",10.1109/NETCRYPT65877.2025.11102485,https://doi.org/10.1109/NETCRYPT65877.2025.11102485,2025 International Conference on Networks and Cryptology (NETCRYPT),0,2025
An Artificial Intelligence Driven Semantic Similarity-Based Pipeline for Rapid Literature,"Abhiyan Dhakal, Kausik Paudel, Sanjog Sigdel",10.48550/arXiv.2509.15292,https://doi.org/10.48550/arXiv.2509.15292,arXiv.org,0,2025
"The impact of artificial intelligence-based learning tools in academic innovation: a review of Deep seek, GPT, and Gemini (2020–2025)","Muhammad Younas, D. El‐Dakhs, Uzma Noor",10.3389/feduc.2025.1689205,https://doi.org/10.3389/feduc.2025.1689205,Frontiers in Education,0,2025
Dry Power Transformer Fault Diagnosis Using Deep Learning: A Review,"Priyanka Tiwari, Shweta Singh, Vinod Kumar Singh",10.1109/ICSPE62629.2024.10924350,https://doi.org/10.1109/ICSPE62629.2024.10924350,2024 International Conference on Sustainable Power & Energy (ICSPE),0,2024
A bibliometric and systematic review of public library user experience studies: trends and future directions,"Ying Ge, Lian Tang, Huishan Pang, Lu Xia, Wenliang Su",10.1108/dlp-03-2025-0031,https://doi.org/10.1108/dlp-03-2025-0031,Digital Library Perspectives,0,2025
Deep Guard-IoT: A Systematic Review of AI-Based Anomaly Detection Frameworks for Next-Generation IoT Security (2020-2024),Asst. Prof. Alaa Abdul Hussain Dleih Almowsawi,10.31185/wjps.598,https://doi.org/10.31185/wjps.598,Wasit Journal for Pure sciences,3,2024
A Data-Driven Review of Remote Sensing-Based Data Fusion in Precision Agriculture From Foundational to Transformer-Based Techniques,"Mahdi Saki, R. Keshavarz, Daniel Franklin, M. Abolhasan, J. Lipman, N. Shariati",10.1109/ACCESS.2025.3610649,https://doi.org/10.1109/ACCESS.2025.3610649,IEEE Access,3,2024
A Systematic Review and Future Development of Automotive Chassis Control Technology,"Aixi Yang, Yuhui Zang, Liuliu Xu, Lanyou Li, Da-peng Tan",10.3390/app132111859,https://doi.org/10.3390/app132111859,Applied Sciences,2,2023
Challenges and Future Trends in Fuzzy Logic: A Comprehensive Review,"Sakshi Patale, Aarti Sharma",10.22457/ijfma.v24n1a02254,https://doi.org/10.22457/ijfma.v24n1a02254,International Journal of Fuzzy Mathematical Archive,0,2025
Advanced Surveillance and Detection Systems Using Deep Learning,M. L. Sharma,10.22214/ijraset.2025.75607,https://doi.org/10.22214/ijraset.2025.75607,International Journal for Research in Applied Science and Engineering Technology,0,2025
Mirror Matching: Document Matching Approach in Seed-driven Document Ranking for Medical Systematic Reviews,"Grace E. Lee, Aixin Sun",-,-,arXiv.org,1,2021
"Deep Neuro-Fuzzy System application trends, challenges, and future perspectives: a systematic survey","Noureen Talpur, S. J. Abdulkadir, H. Alhussian, M. H. Hasan, Norshakirah Aziz, A. Bamhdi",10.1007/s10462-022-10188-3,https://doi.org/10.1007/s10462-022-10188-3,Artificial Intelligence Review,88,2022
Review on Query-focused Multi-document Summarization (QMDS) with Comparative Analysis,"Prasenjeet Roy, Suman Kundu",10.1145/3597299,https://doi.org/10.1145/3597299,ACM Computing Surveys,9,2023
A Smart Security Framework for IoT Devices,"Sonal Sune, Jigang Liu",10.1109/ICCSA57511.2022.00018,https://doi.org/10.1109/ICCSA57511.2022.00018,Communication Systems and Applications,0,2022
"Artificial intelligence in innovation research: A systematic review, conceptual framework, and future research directions","Marcello M. Mariani, Isa Machado, Vittoria Magrelli, Yogesh Kumar Dwivedi",10.1016/j.technovation.2022.102623,https://doi.org/10.1016/j.technovation.2022.102623,Technovation,295,2022
Towards new-generation human-centric smart manufacturing in Industry 5.0: A systematic review,"Chao Zhang, Z. Wang, Guanghui Zhou, Fengtian Chang, D. ma, Yanzhen Jing, Wei Cheng, Kai Ding, Dan Zhao",10.1016/j.aei.2023.102121,https://doi.org/10.1016/j.aei.2023.102121,Advanced Engineering Informatics,73,2023
A Comprehensive Review of Schema Extraction Approaches in Linked Data,"Lylia Hadri, Messaouda Fareh",10.1109/ICAECOT62402.2024.10829129,https://doi.org/10.1109/ICAECOT62402.2024.10829129,2024 International Conference on Advances in Electrical and Communication Technologies (ICAECOT),0,2024
"AI and cybersecurity, business protection in an interconnected world: systematic literature review","Iris María Cantillo Velásquez, Jhon Wolfgang Echeverry David, Yerlis Patricia Martínez Taborda, Rubén Santiago Ramírez Piraquive",10.62486/agma2025116,https://doi.org/10.62486/agma2025116,Management,0,2025
Facial Expression Recognition with Deep Learning and Attention Mechanisms: A Systematic Review,"Mujiyanto Mujiyanto, Arief Setyanto, Ema Utami, Kusrini Kusrini",10.1109/ICICoS62600.2024.10636857,https://doi.org/10.1109/ICICoS62600.2024.10636857,2024 7th International Conference on Informatics and Computational Sciences (ICICoS),3,2024
A Review of Key Technologies for the Analysis and Classification of Social Media Hate Speech Content.,"Yingjie Liu, Chen Gong, Xingyue Ma",10.54097/n8w8j896,https://doi.org/10.54097/n8w8j896,Academic Journal of Science and Technology,0,2025
"Cross-Domain Recommendation: Challenges, Progress, and Prospects","Feng Zhu, Yan Wang, Chaochao Chen, Jun Zhou, Longfei Li, Guanfeng Liu",10.24963/ijcai.2021/639,https://doi.org/10.24963/ijcai.2021/639,International Joint Conference on Artificial Intelligence,258,2021
Railway Track Structural Health Monitoring: Identifying Emerging Trends and Research Agendas Using Bibliometric and Topic Modeling,"Tien Phat Dinh, Q. Le, Thao Nguyen Thach, Byeol Kim, Yonghan Ahn",10.3390/app152312462,https://doi.org/10.3390/app152312462,Applied Sciences,0,2025
From Professional Search to Generative Deep Research Systems: How Can Expert Oversight Improve Search Outcomes?,Samy Ateia,10.1145/3726302.3730131,https://doi.org/10.1145/3726302.3730131,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,0,2025
Challenges and proposed solutions in modeling multimodal data: A systematic review,"Maryam Farhadizadeh, M. Weymann, Michael Blass, Johann Kraus, Christopher Gundler, Sebastian Walter, Noah Hempen, Harald Binder, Nadine Binder",-,-,-,1,2025
Towards a multi-level framework for supporting systematic review — A pilot study,"Dingcheng Li, Zhen Wang, F. Shen, M. Murad, Hongfang Liu",10.1109/BIBM.2014.6999266,https://doi.org/10.1109/BIBM.2014.6999266,IEEE International Conference on Bioinformatics and Biomedicine,7,2014
A Systematic Review of Advances in Deep Learning Architectures for Efficient and Sustainable Photovoltaic Solar Tracking: Research Challenges and Future Directions,"Ali Alhazmi, Kholoud Maswadi, C. Eke",10.3390/su17219625,https://doi.org/10.3390/su17219625,Sustainability,0,2025
Adoption of Unmanned Aerial Vehicle (UAV) imagery in agricultural management: A systematic literature review,"Md. Abrar Istiak, M. M. Syeed, Md Shakhawat Hossain, Mohammad Faisal Uddin, Mahady Hasan, R. Khan, Nafis Saami Azad",10.1016/j.ecoinf.2023.102305,https://doi.org/10.1016/j.ecoinf.2023.102305,Ecological Informatics,39,2023
Deep Learning and Sustainability in Agriculture: A Systematic Review,"Advaitha Naidu Chintakunta, Sonika Koganti, Yudhisthir Nuthakki, Vinothkumar Kolluru",10.47760/ijcsmc.2023.v12i08.017,https://doi.org/10.47760/ijcsmc.2023.v12i08.017,International journal of computer science and mobile computing,2,2023
Graph Retrieval-Augmented Generation: A Survey,"Boci Peng, Yun Zhu, Yongchao Liu, Xiaohe Bo, Haizhou Shi, Chuntao Hong, Yan Zhang, Siliang Tang",10.1145/3777378,https://doi.org/10.1145/3777378,ACM Transactions on Information Systems,234,2024
Deep Learning Approach in DOA Estimation: A Systematic Literature Review,"Shengguo Ge, Kuo Li, S. Rum",10.1155/2021/6392875,https://doi.org/10.1155/2021/6392875,Mobile Information Systems,53,2021
Healthoassist: Predictive Treatment and Medical Recommendation System,Dr. Atmeshkumar Patel,10.22214/ijraset.2025.75287,https://doi.org/10.22214/ijraset.2025.75287,International Journal for Research in Applied Science and Engineering Technology,0,2025
Deep Learning-Based Recommendation System: Systematic Review and Classification,"Caiwen Li, I. Ishak, Hamidah Ibrahim, M. Zolkepli, F. Sidi, Caili Li",10.1109/ACCESS.2023.3323353,https://doi.org/10.1109/ACCESS.2023.3323353,IEEE Access,29,2023
Exploring the intellectual cores of the blockchain-Internet of Things (BIoT),"Y. Tsang, Chun-Ho Wu, Andrew W. H. Ip, Wen-Lung Shiau",10.1108/JEIM-10-2020-0395,https://doi.org/10.1108/JEIM-10-2020-0395,Journal of Enterprise Information Management,54,2021
A survey on intelligent management of alerts and incidents in IT services,"Qingyang Yu, Nengwen Zhao, Mingjie Li, Zeyan Li, Honglin Wang, Wenchi Zhang, Kaixin Sui, Dan Pei",10.1016/j.jnca.2024.103842,https://doi.org/10.1016/j.jnca.2024.103842,Journal of Network and Computer Applications,2,2024
Beyond Synthesis: Elevating Scholarly Contributions in the Age of AI,M. Dasborough,10.1002/job.2865,https://doi.org/10.1002/job.2865,Journal of Organizational Behavior,0,2025
Recent Developments in Deep Learning-based Author Name Disambiguation,"Francesca Cappelli, Giovanni Colavizza, Silvio Peroni",10.48550/arXiv.2503.13448,https://doi.org/10.48550/arXiv.2503.13448,Italian Research Conference on Digital Library Management Systems,4,2024
Water Allocation and Integrative Management of Precision Irrigation: A Systematic Review,"Zhongwei Liang, Xiaochu Liu, Jianbin Xiong, Jinrui Xiao",10.3390/w12113135,https://doi.org/10.3390/w12113135,-,36,2020
The Road to Autonomy: A Systematic Review Through AI in Autonomous Vehicles,"Adrian Domenteanu, Paul Diaconu, M. Florescu, Camelia Delcea",10.3390/electronics14214174,https://doi.org/10.3390/electronics14214174,Electronics,1,2025
Research Progress on Intelligent Variable-Rate Spray Technology for Precision Agriculture,"Yuxuan Jiao, Songchao Zhang, Yongkui Jin, L. Cui, Chun Chang, S. Ding, Zhu Sun, Xinyu Xue",10.3390/agronomy15061431,https://doi.org/10.3390/agronomy15061431,Agronomy,4,2025
Hybrid Deep Learning (hDL)-Based Brain-Computer Interface (BCI) Systems: A Systematic Review,"Nibras Abo Alzahab, Luca Apollonio, A. Di Iorio, Muaaz Alshalak, S. Iarlori, Francesco Ferracuti, A. Monteriù, C. Porcaro",10.3390/brainsci11010075,https://doi.org/10.3390/brainsci11010075,Brain Science,80,2021
Integrating Edge Computing and Software Defined Networking in Internet of Things: A Systematic Review,"I. Kamarudin, Mohamed Ariff Ameedeen, Mohd Faizal Ab Razak, A. Zabidi",10.52866/ijcsm.2023.04.04.011,https://doi.org/10.52866/ijcsm.2023.04.04.011,Iraqi Journal for Computer Science and Mathematics,6,2023
Deep neural networks for speech enhancement and speech recognition: A systematic review,"Sureshkumar Natarajan, Syed Abdul Rahman Al-Haddad, Faisul Arif Ahmad, Raja Kamil, Mohd Khair Hassan, S. Azrad, June Francis Macleans, S. Abdulhussain, Basheera M. Mahmmod, Nurbek Saparkhojayev, A. Dauitbayeva",10.1016/j.asej.2025.103405,https://doi.org/10.1016/j.asej.2025.103405,Ain Shams Engineering Journal,5,2025
Application of AI in the Field of Documentary Heritage: A Review of the Literature,Yaohan Lu,10.70891/jair.2024.110005,https://doi.org/10.70891/jair.2024.110005,Journal of Artificial Intelligence Research,1,2024
Finding Your Way Through the Jungle of Big Data Architectures,"Torsten Priebe, S. Neumaier, S. Markus",10.1109/BigData52589.2021.9671862,https://doi.org/10.1109/BigData52589.2021.9671862,2021 IEEE International Conference on Big Data (Big Data),13,2021
"Digital Transformation: a Review of Enabling Technologies, Maturity Models, and Open Research Issues","Erwin J. Sacoto-Cabrera, Antonio Pérez-Torres",10.1109/ETCM58927.2023.10308970,https://doi.org/10.1109/ETCM58927.2023.10308970,2023 IEEE Seventh Ecuador Technical Chapters Meeting (ECTM),6,2023
"A Systematic Review of Deep Knowledge Graph-Based Recommender Systems, with Focus on Explainable Embeddings","R. Doh, Conghua Zhou, John Kingsley Arthur, Isaac Tawiah, Benjamin Doh",10.3390/data7070094,https://doi.org/10.3390/data7070094,International Conference on Data Technologies and Applications,9,2022
The emergence of large language models as tools in literature reviews: a large language model-assisted systematic review,"Dmitry Scherbakov, Nina C. Hubig, V. Jansari, Alexander Bakumenko, Leslie A Lenert",10.1093/jamia/ocaf063,https://doi.org/10.1093/jamia/ocaf063,J. Am. Medical Informatics Assoc.,33,2024
A systematic review of hyperspectral imaging in precision agriculture: Analysis of its current state and future prospects,"B. Ram, Peter Oduor, C. Igathinathane, Kirk Howatt, Xin Sun",10.1016/j.compag.2024.109037,https://doi.org/10.1016/j.compag.2024.109037,Computers and Electronics in Agriculture,140,2024
A Survey of Document-Level Information Extraction,"Hanwen Zheng, Sijia Wang, Lifu Huang",10.48550/arXiv.2309.13249,https://doi.org/10.48550/arXiv.2309.13249,arXiv.org,2,2023
"Global research trends on precision oncology: A systematic review, bibliometrics, and visualized study","Baoyue Zhang, Bodrov Ao, Xinyue Lu, Shuang Yang, Pengfei Bao, Hongyun Wang, Ruifeng Li, Youliang Huang",10.1097/MD.0000000000031380,https://doi.org/10.1097/MD.0000000000031380,Medicine,10,2022
Research Progress in Marine Environmental Monitoring Technology,"Botao Xie, Bigui Huang, Jiwen Song, Feida Zhao",10.30564/jees.v7i8.10742,https://doi.org/10.30564/jees.v7i8.10742,Journal of Environmental &amp; Earth Sciences,0,2025
Tendencias en la aplicación de la inteligencia artificial en la agricultura de precisión mediante una revisión sistemática,"C. Cabrera-Verdesoto, Darwin Marcos Salvatierra-Pilozo, Gema Elizabeth Navarro-Saltos",10.63618/omd/isj/v2/n3/41,https://doi.org/10.63618/omd/isj/v2/n3/41,Innova Science Journal,0,2024
A systematic review of Machine Learning and Deep Learning Approaches in Plant Species Detection,"Deepti Barhate, Sunil Pathak, B. Singh, Amit Jain, A. Dubey",10.1016/j.atech.2024.100605,https://doi.org/10.1016/j.atech.2024.100605,Smart Agricultural Technology,14,2024
Automated medical literature screening using artificial intelligence: a systematic review and meta-analysis,"Yunying Feng, Siyu Liang, Yuelun Zhang, Shi Chen, Qing Wang, Tianze Huang, F. Sun, Xiaoqing Liu, Huijuan Zhu, Hui Pan",10.1093/jamia/ocac066,https://doi.org/10.1093/jamia/ocac066,J. Am. Medical Informatics Assoc.,30,2022
Insights into Machine Learning and Deep Learning Approches: A Systematic Review,"Neha Bhati, Pinky Yadav, B. Bhati",10.23919/INDIACom66777.2025.11115549,https://doi.org/10.23919/INDIACom66777.2025.11115549,International Conference on Computing for Sustainable Global Development,0,2025
"Deep Neural Networks in Medical Imaging: Advances, Challenges, and Future Directions for Precision Healthcare","Shake Ibna Abir, Shaharina Shoha, Sarder Abdulla, Al Shiam, Md Shah Ali Dolon, Abid Hasan Shimanto, Rafi Muhammad Zakaria, Md Atikul Islam Mamun",10.32996/jcsts.2024.6.5.9,https://doi.org/10.32996/jcsts.2024.6.5.9,Journal of Computer Science and Technology Studies,14,2024
Deep learning in surgical process modeling: A systematic review of workflow recognition,"Zhenzhong Liu, Kelong Chen, Shuai Wang, Yijun Xiao, Guobin Zhang",10.1016/j.jbi.2025.104779,https://doi.org/10.1016/j.jbi.2025.104779,Journal of Biomedical Informatics,1,2025
Exploratory search in information systems: a systematic review,"Yaxi Liu, Chunxiu Qin, Yulong Wang, Xubu Ma",10.1108/el-11-2023-0264,https://doi.org/10.1108/el-11-2023-0264,Electronic library,1,2024
Internet of Things (IoT) Integrated Solutions for environmentally friendly intelligent Farming: A Systematic Review,"Ankit Chauhan, Padmaja Tripathy",10.1109/ICACITE57410.2023.10182525,https://doi.org/10.1109/ICACITE57410.2023.10182525,2023 3rd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),3,2023
A systematic review of computer-aided acupoint localization,"Zhenwei Zhai, Zihao Wang, Lin Xu, Linshuai Zhang, Yujie Zhang, Ji Yin, Peng Zeng, Chen Li, Tao Sun, Tao Jiang",10.1016/j.isci.2025.113708,https://doi.org/10.1016/j.isci.2025.113708,iScience,2,2025
Deep Learning and Ensemble Approaches to Misinformation Detection in Digital News: A Systematic Review,"Brian Rizqi Paradisiaca Damoto, Miftahul Hasanah, Thoha Ikhwanul Haq, Muhammad Meftah Mafazy, Jeems Terri Agustinus, Daniel Siahaan, Diana Purwitasari",10.1109/itis64716.2024.10845709,https://doi.org/10.1109/itis64716.2024.10845709,IEEE International Conference on Information Theory and Information Security,2,2024
Deep Learning Datasets Challenges For Semantic Segmentation - A Survey,"Claire Ponciano, Markus Schaffert, J. Ponciano",10.18420/inf2023_04,https://doi.org/10.18420/inf2023_04,GI-Jahrestagung,1,2023
